"Step","stateleaky-1e-4 - eval_bit_acc","stateleaky-1e-4 - eval_bit_acc__MIN","stateleaky-1e-4 - eval_bit_acc__MAX","stateleaky-5e-4 - eval_bit_acc","stateleaky-5e-4 - eval_bit_acc__MIN","stateleaky-5e-4 - eval_bit_acc__MAX","stateleaky-3e-4 - eval_bit_acc","stateleaky-3e-4 - eval_bit_acc__MIN","stateleaky-3e-4 - eval_bit_acc__MAX","gen2-assoc-eval-5e-4 - eval_bit_acc","gen2-assoc-eval-5e-4 - eval_bit_acc__MIN","gen2-assoc-eval-5e-4 - eval_bit_acc__MAX","gen2-assoc-eval-3e-4 - eval_bit_acc","gen2-assoc-eval-3e-4 - eval_bit_acc__MIN","gen2-assoc-eval-3e-4 - eval_bit_acc__MAX","gen2-assoc-eval-1e-4 - eval_bit_acc","gen2-assoc-eval-1e-4 - eval_bit_acc__MIN","gen2-assoc-eval-1e-4 - eval_bit_acc__MAX"
"8898","0.639296875","0.639296875","0.639296875","0.644140625","0.644140625","0.644140625","0.655078125","0.655078125","0.655078125","0.921953125","0.921953125","0.921953125","0.986015625","0.986015625","0.986015625","0.972578125","0.972578125","0.972578125"
"8909","0.6375","0.6375","0.6375","0.646015625","0.646015625","0.646015625","0.647890625","0.647890625","0.647890625","0.924765625","0.924765625","0.924765625","0.98390625","0.98390625","0.98390625","0.973828125","0.973828125","0.973828125"
"8920","0.63484375","0.63484375","0.63484375","0.639921875","0.639921875","0.639921875","0.654140625","0.654140625","0.654140625","0.92875","0.92875","0.92875","0.970546875","0.970546875","0.970546875","0.96578125","0.96578125","0.96578125"
"8931","0.636640625","0.636640625","0.636640625","0.644609375","0.644609375","0.644609375","0.64984375","0.64984375","0.64984375","0.919453125","0.919453125","0.919453125","0.98171875","0.98171875","0.98171875","0.97234375","0.97234375","0.97234375"
"8942","0.6409375","0.6409375","0.6409375","0.64359375","0.64359375","0.64359375","0.652734375","0.652734375","0.652734375","0.924296875","0.924296875","0.924296875","0.985","0.985","0.985","0.970546875","0.970546875","0.970546875"
"8953","0.640546875","0.640546875","0.640546875","0.644765625","0.644765625","0.644765625","0.65328125","0.65328125","0.65328125","0.927578125","0.927578125","0.927578125","0.97703125","0.97703125","0.97703125","0.973984375","0.973984375","0.973984375"
"8964","0.6346875","0.6346875","0.6346875","0.64015625","0.64015625","0.64015625","0.652265625","0.652265625","0.652265625","0.923828125","0.923828125","0.923828125","0.982734375","0.982734375","0.982734375","0.963125","0.963125","0.963125"
"8975","0.635625","0.635625","0.635625","0.641796875","0.641796875","0.641796875","0.657890625","0.657890625","0.657890625","0.92171875","0.92171875","0.92171875","0.98125","0.98125","0.98125","0.973515625","0.973515625","0.973515625"
"8986","0.640390625","0.640390625","0.640390625","0.639453125","0.639453125","0.639453125","0.6509375","0.6509375","0.6509375","0.925546875","0.925546875","0.925546875","0.9825","0.9825","0.9825","0.972421875","0.972421875","0.972421875"
"8997","0.635390625","0.635390625","0.635390625","0.642421875","0.642421875","0.642421875","0.649765625","0.649765625","0.649765625","0.9209375","0.9209375","0.9209375","0.984765625","0.984765625","0.984765625","0.97140625","0.97140625","0.97140625"
"9008","0.63859375","0.63859375","0.63859375","0.63703125","0.63703125","0.63703125","0.64953125","0.64953125","0.64953125","0.92625","0.92625","0.92625","0.98359375","0.98359375","0.98359375","0.975234375","0.975234375","0.975234375"
"9019","0.63984375","0.63984375","0.63984375","0.63984375","0.63984375","0.63984375","0.65046875","0.65046875","0.65046875","0.92140625","0.92140625","0.92140625","0.984609375","0.984609375","0.984609375","0.97453125","0.97453125","0.97453125"
"9030","0.63953125","0.63953125","0.63953125","0.6475","0.6475","0.6475","0.64375","0.64375","0.64375","0.9275","0.9275","0.9275","0.981796875","0.981796875","0.981796875","0.975078125","0.975078125","0.975078125"
"9041","0.6359375","0.6359375","0.6359375","0.643125","0.643125","0.643125","0.651796875","0.651796875","0.651796875","0.930625","0.930625","0.930625","0.9878125","0.9878125","0.9878125","0.972109375","0.972109375","0.972109375"
"9052","0.637109375","0.637109375","0.637109375","0.648203125","0.648203125","0.648203125","0.653203125","0.653203125","0.653203125","0.919765625","0.919765625","0.919765625","0.975703125","0.975703125","0.975703125","0.974765625","0.974765625","0.974765625"
"9063","0.63640625","0.63640625","0.63640625","0.640703125","0.640703125","0.640703125","0.650078125","0.650078125","0.650078125","0.923515625","0.923515625","0.923515625","0.980390625","0.980390625","0.980390625","0.972578125","0.972578125","0.972578125"
"9074","0.636328125","0.636328125","0.636328125","0.646171875","0.646171875","0.646171875","0.65140625","0.65140625","0.65140625","0.93203125","0.93203125","0.93203125","0.9815625","0.9815625","0.9815625","0.976484375","0.976484375","0.976484375"
"9085","0.63609375","0.63609375","0.63609375","0.638203125","0.638203125","0.638203125","0.65015625","0.65015625","0.65015625","0.923125","0.923125","0.923125","0.987421875","0.987421875","0.987421875","0.970625","0.970625","0.970625"
"9096","0.63796875","0.63796875","0.63796875","0.64265625","0.64265625","0.64265625","0.63859375","0.63859375","0.63859375","0.92125","0.92125","0.92125","0.9825","0.9825","0.9825","0.975234375","0.975234375","0.975234375"
"9107","0.636640625","0.636640625","0.636640625","0.63640625","0.63640625","0.63640625","0.648046875","0.648046875","0.648046875","0.927890625","0.927890625","0.927890625","0.98328125","0.98328125","0.98328125","0.97546875","0.97546875","0.97546875"
"9118","0.639765625","0.639765625","0.639765625","0.641484375","0.641484375","0.641484375","0.648671875","0.648671875","0.648671875","0.927890625","0.927890625","0.927890625","0.976953125","0.976953125","0.976953125","0.9559375","0.9559375","0.9559375"
"9129","0.634765625","0.634765625","0.634765625","0.640390625","0.640390625","0.640390625","0.65125","0.65125","0.65125","0.93109375","0.93109375","0.93109375","0.98453125","0.98453125","0.98453125","0.97375","0.97375","0.97375"
"9140","0.633984375","0.633984375","0.633984375","0.64421875","0.64421875","0.64421875","0.64859375","0.64859375","0.64859375","0.917421875","0.917421875","0.917421875","0.984453125","0.984453125","0.984453125","0.971484375","0.971484375","0.971484375"
"9151","0.637890625","0.637890625","0.637890625","0.644375","0.644375","0.644375","0.64875","0.64875","0.64875","0.9346875","0.9346875","0.9346875","0.988671875","0.988671875","0.988671875","0.963828125","0.963828125","0.963828125"
"9162","0.635859375","0.635859375","0.635859375","0.643671875","0.643671875","0.643671875","0.65140625","0.65140625","0.65140625","0.91609375","0.91609375","0.91609375","0.97421875","0.97421875","0.97421875","0.973046875","0.973046875","0.973046875"
"9173","0.637109375","0.637109375","0.637109375","0.64015625","0.64015625","0.64015625","0.646328125","0.646328125","0.646328125","0.92234375","0.92234375","0.92234375","0.98484375","0.98484375","0.98484375","0.96765625","0.96765625","0.96765625"
"9184","0.63421875","0.63421875","0.63421875","0.647421875","0.647421875","0.647421875","0.653515625","0.653515625","0.653515625","0.925","0.925","0.925","0.98609375","0.98609375","0.98609375","0.9721875","0.9721875","0.9721875"
"9195","0.637578125","0.637578125","0.637578125","0.644140625","0.644140625","0.644140625","0.652578125","0.652578125","0.652578125","0.92203125","0.92203125","0.92203125","0.987734375","0.987734375","0.987734375","0.969296875","0.969296875","0.969296875"
"9206","0.639921875","0.639921875","0.639921875","0.64296875","0.64296875","0.64296875","0.651015625","0.651015625","0.651015625","0.920703125","0.920703125","0.920703125","0.98546875","0.98546875","0.98546875","0.974375","0.974375","0.974375"
"9217","0.639140625","0.639140625","0.639140625","0.6471875","0.6471875","0.6471875","0.65046875","0.65046875","0.65046875","0.92234375","0.92234375","0.92234375","0.97796875","0.97796875","0.97796875","0.970078125","0.970078125","0.970078125"
"9228","0.639609375","0.639609375","0.639609375","0.641171875","0.641171875","0.641171875","0.6521875","0.6521875","0.6521875","0.927578125","0.927578125","0.927578125","0.976640625","0.976640625","0.976640625","0.9746875","0.9746875","0.9746875"
"9239","0.63390625","0.63390625","0.63390625","0.64296875","0.64296875","0.64296875","0.654296875","0.654296875","0.654296875","0.92515625","0.92515625","0.92515625","0.985","0.985","0.985","0.97234375","0.97234375","0.97234375"
"9250","0.635859375","0.635859375","0.635859375","0.643828125","0.643828125","0.643828125","0.65140625","0.65140625","0.65140625","0.926640625","0.926640625","0.926640625","0.97921875","0.97921875","0.97921875","0.96515625","0.96515625","0.96515625"
"9261","0.63953125","0.63953125","0.63953125","0.64109375","0.64109375","0.64109375","0.648984375","0.648984375","0.648984375","0.92265625","0.92265625","0.92265625","0.98109375","0.98109375","0.98109375","0.976484375","0.976484375","0.976484375"
"9272","0.63703125","0.63703125","0.63703125","0.636015625","0.636015625","0.636015625","0.65046875","0.65046875","0.65046875","0.9325","0.9325","0.9325","0.985234375","0.985234375","0.985234375","0.974609375","0.974609375","0.974609375"
"9283","0.63421875","0.63421875","0.63421875","0.643828125","0.643828125","0.643828125","0.652421875","0.652421875","0.652421875","0.9321875","0.9321875","0.9321875","0.983984375","0.983984375","0.983984375","0.97296875","0.97296875","0.97296875"
"9294","0.63703125","0.63703125","0.63703125","0.640859375","0.640859375","0.640859375","0.640546875","0.640546875","0.640546875","0.925390625","0.925390625","0.925390625","0.98421875","0.98421875","0.98421875","0.973671875","0.973671875","0.973671875"
"9305","0.638046875","0.638046875","0.638046875","0.63890625","0.63890625","0.63890625","0.651015625","0.651015625","0.651015625","0.924453125","0.924453125","0.924453125","0.981640625","0.981640625","0.981640625","0.97296875","0.97296875","0.97296875"
"9316","0.635234375","0.635234375","0.635234375","0.642890625","0.642890625","0.642890625","0.65203125","0.65203125","0.65203125","0.915390625","0.915390625","0.915390625","0.9859375","0.9859375","0.9859375","0.975078125","0.975078125","0.975078125"
"9327","0.637734375","0.637734375","0.637734375","0.639609375","0.639609375","0.639609375","0.649140625","0.649140625","0.649140625","0.924296875","0.924296875","0.924296875","0.983203125","0.983203125","0.983203125","0.976484375","0.976484375","0.976484375"
"9338","0.633359375","0.633359375","0.633359375","0.644609375","0.644609375","0.644609375","0.651484375","0.651484375","0.651484375","0.926953125","0.926953125","0.926953125","0.983203125","0.983203125","0.983203125","0.975390625","0.975390625","0.975390625"
"9349","0.63578125","0.63578125","0.63578125","0.64546875","0.64546875","0.64546875","0.651015625","0.651015625","0.651015625","0.92984375","0.92984375","0.92984375","0.984140625","0.984140625","0.984140625","0.94015625","0.94015625","0.94015625"
"9360","0.6321875","0.6321875","0.6321875","0.643984375","0.643984375","0.643984375","0.65453125","0.65453125","0.65453125","0.921953125","0.921953125","0.921953125","0.98515625","0.98515625","0.98515625","0.967265625","0.967265625","0.967265625"
"9371","0.63921875","0.63921875","0.63921875","0.638359375","0.638359375","0.638359375","0.6503125","0.6503125","0.6503125","0.927578125","0.927578125","0.927578125","0.98515625","0.98515625","0.98515625","0.965859375","0.965859375","0.965859375"
"9382","0.63765625","0.63765625","0.63765625","0.644765625","0.644765625","0.644765625","0.650859375","0.650859375","0.650859375","0.93125","0.93125","0.93125","0.97859375","0.97859375","0.97859375","0.97515625","0.97515625","0.97515625"
"9393","0.6328125","0.6328125","0.6328125","0.641015625","0.641015625","0.641015625","0.650234375","0.650234375","0.650234375","0.922265625","0.922265625","0.922265625","0.986953125","0.986953125","0.986953125","0.976171875","0.976171875","0.976171875"
"9404","0.639296875","0.639296875","0.639296875","0.6403125","0.6403125","0.6403125","0.6484375","0.6484375","0.6484375","0.925","0.925","0.925","0.984375","0.984375","0.984375","0.971015625","0.971015625","0.971015625"
"9415","0.6396875","0.6396875","0.6396875","0.64453125","0.64453125","0.64453125","0.652265625","0.652265625","0.652265625","0.92484375","0.92484375","0.92484375","0.987734375","0.987734375","0.987734375","0.973671875","0.973671875","0.973671875"
"9426","0.636171875","0.636171875","0.636171875","0.6440625","0.6440625","0.6440625","0.649453125","0.649453125","0.649453125","0.922734375","0.922734375","0.922734375","0.98453125","0.98453125","0.98453125","0.974921875","0.974921875","0.974921875"
"9437","0.63890625","0.63890625","0.63890625","0.64484375","0.64484375","0.64484375","0.65125","0.65125","0.65125","0.92578125","0.92578125","0.92578125","0.9834375","0.9834375","0.9834375","0.968203125","0.968203125","0.968203125"
"9448","0.6378125","0.6378125","0.6378125","0.639453125","0.639453125","0.639453125","0.653359375","0.653359375","0.653359375","0.932890625","0.932890625","0.932890625","0.984140625","0.984140625","0.984140625","0.972890625","0.972890625","0.972890625"
"9459","0.639453125","0.639453125","0.639453125","0.64140625","0.64140625","0.64140625","0.653125","0.653125","0.653125","0.926328125","0.926328125","0.926328125","0.980859375","0.980859375","0.980859375","0.974609375","0.974609375","0.974609375"
"9470","0.633984375","0.633984375","0.633984375","0.64421875","0.64421875","0.64421875","0.651640625","0.651640625","0.651640625","0.92734375","0.92734375","0.92734375","0.987734375","0.987734375","0.987734375","0.97515625","0.97515625","0.97515625"
"9481","0.634921875","0.634921875","0.634921875","0.646015625","0.646015625","0.646015625","0.648984375","0.648984375","0.648984375","0.91828125","0.91828125","0.91828125","0.98171875","0.98171875","0.98171875","0.967734375","0.967734375","0.967734375"
"9492","0.635625","0.635625","0.635625","0.643046875","0.643046875","0.643046875","0.656015625","0.656015625","0.656015625","0.935078125","0.935078125","0.935078125","0.985078125","0.985078125","0.985078125","0.972578125","0.972578125","0.972578125"
"9503","0.638046875","0.638046875","0.638046875","0.64828125","0.64828125","0.64828125","0.650234375","0.650234375","0.650234375","0.93234375","0.93234375","0.93234375","0.97859375","0.97859375","0.97859375","0.971875","0.971875","0.971875"
"9514","0.636015625","0.636015625","0.636015625","0.64671875","0.64671875","0.64671875","0.649140625","0.649140625","0.649140625","0.929375","0.929375","0.929375","0.986953125","0.986953125","0.986953125","0.97265625","0.97265625","0.97265625"
"9525","0.634453125","0.634453125","0.634453125","0.6415625","0.6415625","0.6415625","0.65296875","0.65296875","0.65296875","0.927265625","0.927265625","0.927265625","0.984921875","0.984921875","0.984921875","0.93625","0.93625","0.93625"
"9536","0.6384375","0.6384375","0.6384375","0.64890625","0.64890625","0.64890625","0.649765625","0.649765625","0.649765625","0.92734375","0.92734375","0.92734375","0.983828125","0.983828125","0.983828125","0.972109375","0.972109375","0.972109375"
"9547","0.64109375","0.64109375","0.64109375","0.64296875","0.64296875","0.64296875","0.649453125","0.649453125","0.649453125","0.929765625","0.929765625","0.929765625","0.98703125","0.98703125","0.98703125","0.97390625","0.97390625","0.97390625"
"9558","0.638671875","0.638671875","0.638671875","0.649453125","0.649453125","0.649453125","0.65078125","0.65078125","0.65078125","0.925546875","0.925546875","0.925546875","0.983984375","0.983984375","0.983984375","0.97359375","0.97359375","0.97359375"
"9569","0.63796875","0.63796875","0.63796875","0.639609375","0.639609375","0.639609375","0.646875","0.646875","0.646875","0.9296875","0.9296875","0.9296875","0.981640625","0.981640625","0.981640625","0.97453125","0.97453125","0.97453125"
"9580","0.638203125","0.638203125","0.638203125","0.647109375","0.647109375","0.647109375","0.6509375","0.6509375","0.6509375","0.93265625","0.93265625","0.93265625","0.98390625","0.98390625","0.98390625","0.973203125","0.973203125","0.973203125"
"9591","0.63703125","0.63703125","0.63703125","0.643515625","0.643515625","0.643515625","0.651875","0.651875","0.651875","0.9353125","0.9353125","0.9353125","0.980546875","0.980546875","0.980546875","0.970546875","0.970546875","0.970546875"
"9602","0.63703125","0.63703125","0.63703125","0.646171875","0.646171875","0.646171875","0.653515625","0.653515625","0.653515625","0.929765625","0.929765625","0.929765625","0.975390625","0.975390625","0.975390625","0.969453125","0.969453125","0.969453125"
"9613","0.636875","0.636875","0.636875","0.641796875","0.641796875","0.641796875","0.655234375","0.655234375","0.655234375","0.9271875","0.9271875","0.9271875","0.9809375","0.9809375","0.9809375","0.9684375","0.9684375","0.9684375"
"9624","0.6340625","0.6340625","0.6340625","0.64625","0.64625","0.64625","0.65296875","0.65296875","0.65296875","0.92515625","0.92515625","0.92515625","0.98671875","0.98671875","0.98671875","0.97328125","0.97328125","0.97328125"
"9635","0.636015625","0.636015625","0.636015625","0.64046875","0.64046875","0.64046875","0.64828125","0.64828125","0.64828125","0.933125","0.933125","0.933125","0.977734375","0.977734375","0.977734375","0.97546875","0.97546875","0.97546875"
"9646","0.632578125","0.632578125","0.632578125","0.643671875","0.643671875","0.643671875","0.649765625","0.649765625","0.649765625","0.928203125","0.928203125","0.928203125","0.983515625","0.983515625","0.983515625","0.973203125","0.973203125","0.973203125"
"9657","0.63671875","0.63671875","0.63671875","0.642421875","0.642421875","0.642421875","0.65125","0.65125","0.65125","0.921171875","0.921171875","0.921171875","0.98546875","0.98546875","0.98546875","0.97390625","0.97390625","0.97390625"
"9668","0.636015625","0.636015625","0.636015625","0.64171875","0.64171875","0.64171875","0.6528125","0.6528125","0.6528125","0.921875","0.921875","0.921875","0.980078125","0.980078125","0.980078125","0.972578125","0.972578125","0.972578125"
"9679","0.632421875","0.632421875","0.632421875","0.6403125","0.6403125","0.6403125","0.649296875","0.649296875","0.649296875","0.931484375","0.931484375","0.931484375","0.98578125","0.98578125","0.98578125","0.97640625","0.97640625","0.97640625"
"9690","0.63421875","0.63421875","0.63421875","0.640703125","0.640703125","0.640703125","0.6496875","0.6496875","0.6496875","0.929765625","0.929765625","0.929765625","0.9875","0.9875","0.9875","0.956484375","0.956484375","0.956484375"
"9701","0.63640625","0.63640625","0.63640625","0.643359375","0.643359375","0.643359375","0.653203125","0.653203125","0.653203125","0.92484375","0.92484375","0.92484375","0.982109375","0.982109375","0.982109375","0.974296875","0.974296875","0.974296875"
"9712","0.635546875","0.635546875","0.635546875","0.64625","0.64625","0.64625","0.646484375","0.646484375","0.646484375","0.929765625","0.929765625","0.929765625","0.985546875","0.985546875","0.985546875","0.971953125","0.971953125","0.971953125"
"9723","0.638828125","0.638828125","0.638828125","0.644375","0.644375","0.644375","0.65015625","0.65015625","0.65015625","0.93484375","0.93484375","0.93484375","0.985859375","0.985859375","0.985859375","0.96265625","0.96265625","0.96265625"
"9734","0.637265625","0.637265625","0.637265625","0.6475","0.6475","0.6475","0.647890625","0.647890625","0.647890625","0.93296875","0.93296875","0.93296875","0.983359375","0.983359375","0.983359375","0.965078125","0.965078125","0.965078125"
"9745","0.639140625","0.639140625","0.639140625","0.643125","0.643125","0.643125","0.649765625","0.649765625","0.649765625","0.937734375","0.937734375","0.937734375","0.98625","0.98625","0.98625","0.969921875","0.969921875","0.969921875"
"9756","0.635859375","0.635859375","0.635859375","0.64640625","0.64640625","0.64640625","0.653125","0.653125","0.653125","0.92390625","0.92390625","0.92390625","0.98640625","0.98640625","0.98640625","0.976015625","0.976015625","0.976015625"
"9767","0.638203125","0.638203125","0.638203125","0.647890625","0.647890625","0.647890625","0.652578125","0.652578125","0.652578125","0.931953125","0.931953125","0.931953125","0.9878125","0.9878125","0.9878125","0.973671875","0.973671875","0.973671875"
"9778","0.635","0.635","0.635","0.646015625","0.646015625","0.646015625","0.646640625","0.646640625","0.646640625","0.933203125","0.933203125","0.933203125","0.9746875","0.9746875","0.9746875","0.971484375","0.971484375","0.971484375"
"9789","0.63390625","0.63390625","0.63390625","0.6440625","0.6440625","0.6440625","0.65265625","0.65265625","0.65265625","0.927578125","0.927578125","0.927578125","0.986796875","0.986796875","0.986796875","0.9721875","0.9721875","0.9721875"
"9800","0.637734375","0.637734375","0.637734375","0.64734375","0.64734375","0.64734375","0.654921875","0.654921875","0.654921875","0.927109375","0.927109375","0.927109375","0.983984375","0.983984375","0.983984375","0.9740625","0.9740625","0.9740625"
"9811","0.6378125","0.6378125","0.6378125","0.641328125","0.641328125","0.641328125","0.646640625","0.646640625","0.646640625","0.935","0.935","0.935","0.98609375","0.98609375","0.98609375","0.970859375","0.970859375","0.970859375"
"9822","0.635","0.635","0.635","0.647265625","0.647265625","0.647265625","0.648046875","0.648046875","0.648046875","0.928359375","0.928359375","0.928359375","0.986953125","0.986953125","0.986953125","0.951015625","0.951015625","0.951015625"
"9833","0.638203125","0.638203125","0.638203125","0.64625","0.64625","0.64625","0.65234375","0.65234375","0.65234375","0.9328125","0.9328125","0.9328125","0.980859375","0.980859375","0.980859375","0.972734375","0.972734375","0.972734375"
"9844","0.63875","0.63875","0.63875","0.64890625","0.64890625","0.64890625","0.651484375","0.651484375","0.651484375","0.93703125","0.93703125","0.93703125","0.9840625","0.9840625","0.9840625","0.9728125","0.9728125","0.9728125"
"9855","0.638203125","0.638203125","0.638203125","0.644765625","0.644765625","0.644765625","0.655390625","0.655390625","0.655390625","0.93046875","0.93046875","0.93046875","0.9784375","0.9784375","0.9784375","0.97296875","0.97296875","0.97296875"
"9866","0.63703125","0.63703125","0.63703125","0.639921875","0.639921875","0.639921875","0.648046875","0.648046875","0.648046875","0.936171875","0.936171875","0.936171875","0.986171875","0.986171875","0.986171875","0.934765625","0.934765625","0.934765625"
"9877","0.636328125","0.636328125","0.636328125","0.641484375","0.641484375","0.641484375","0.65125","0.65125","0.65125","0.931953125","0.931953125","0.931953125","0.987109375","0.987109375","0.987109375","0.974609375","0.974609375","0.974609375"
"9888","0.634140625","0.634140625","0.634140625","0.64625","0.64625","0.64625","0.65265625","0.65265625","0.65265625","0.926640625","0.926640625","0.926640625","0.98046875","0.98046875","0.98046875","0.965703125","0.965703125","0.965703125"
"9899","0.63859375","0.63859375","0.63859375","0.650234375","0.650234375","0.650234375","0.653046875","0.653046875","0.653046875","0.935703125","0.935703125","0.935703125","0.9809375","0.9809375","0.9809375","0.967890625","0.967890625","0.967890625"
"9910","0.638515625","0.638515625","0.638515625","0.64","0.64","0.64","0.654453125","0.654453125","0.654453125","0.93046875","0.93046875","0.93046875","0.98","0.98","0.98","0.975625","0.975625","0.975625"
"9921","0.63859375","0.63859375","0.63859375","0.64515625","0.64515625","0.64515625","0.64890625","0.64890625","0.64890625","0.929921875","0.929921875","0.929921875","0.988203125","0.988203125","0.988203125","0.960390625","0.960390625","0.960390625"
"9932","0.6375","0.6375","0.6375","0.642734375","0.642734375","0.642734375","0.65046875","0.65046875","0.65046875","0.91140625","0.91140625","0.91140625","0.988203125","0.988203125","0.988203125","0.972578125","0.972578125","0.972578125"
"9943","0.640703125","0.640703125","0.640703125","0.64265625","0.64265625","0.64265625","0.65390625","0.65390625","0.65390625","0.92546875","0.92546875","0.92546875","0.9865625","0.9865625","0.9865625","0.97203125","0.97203125","0.97203125"
"9954","0.636875","0.636875","0.636875","0.645","0.645","0.645","0.653203125","0.653203125","0.653203125","0.928984375","0.928984375","0.928984375","0.983046875","0.983046875","0.983046875","0.974140625","0.974140625","0.974140625"
"9965","0.634609375","0.634609375","0.634609375","0.6446875","0.6446875","0.6446875","0.652265625","0.652265625","0.652265625","0.937265625","0.937265625","0.937265625","0.984296875","0.984296875","0.984296875","0.96546875","0.96546875","0.96546875"
"9976","0.636328125","0.636328125","0.636328125","0.643984375","0.643984375","0.643984375","0.651640625","0.651640625","0.651640625","0.92375","0.92375","0.92375","0.988359375","0.988359375","0.988359375","0.972890625","0.972890625","0.972890625"
"9987","0.635703125","0.635703125","0.635703125","0.648515625","0.648515625","0.648515625","0.65328125","0.65328125","0.65328125","0.92671875","0.92671875","0.92671875","0.985546875","0.985546875","0.985546875","0.975859375","0.975859375","0.975859375"
"9998","0.635078125","0.635078125","0.635078125","0.64421875","0.64421875","0.64421875","0.649609375","0.649609375","0.649609375","0.937421875","0.937421875","0.937421875","0.985625","0.985625","0.985625","0.974140625","0.974140625","0.974140625"
"10009","0.637421875","0.637421875","0.637421875","0.64609375","0.64609375","0.64609375","0.65046875","0.65046875","0.65046875","0.935546875","0.935546875","0.935546875","0.985390625","0.985390625","0.985390625","0.97671875","0.97671875","0.97671875"
"10020","0.63703125","0.63703125","0.63703125","0.646484375","0.646484375","0.646484375","0.64921875","0.64921875","0.64921875","0.93296875","0.93296875","0.93296875","0.9846875","0.9846875","0.9846875","0.97359375","0.97359375","0.97359375"
"10031","0.635625","0.635625","0.635625","0.645234375","0.645234375","0.645234375","0.647734375","0.647734375","0.647734375","0.937109375","0.937109375","0.937109375","0.987265625","0.987265625","0.987265625","0.972734375","0.972734375","0.972734375"
"10042","0.634375","0.634375","0.634375","0.641015625","0.641015625","0.641015625","0.650703125","0.650703125","0.650703125","0.9278125","0.9278125","0.9278125","0.9859375","0.9859375","0.9859375","0.97546875","0.97546875","0.97546875"
"10053","0.6396875","0.6396875","0.6396875","0.646484375","0.646484375","0.646484375","0.64828125","0.64828125","0.64828125","0.92765625","0.92765625","0.92765625","0.987578125","0.987578125","0.987578125","0.97609375","0.97609375","0.97609375"
"10064","0.640390625","0.640390625","0.640390625","0.644140625","0.644140625","0.644140625","0.6528125","0.6528125","0.6528125","0.926171875","0.926171875","0.926171875","0.990625","0.990625","0.990625","0.974453125","0.974453125","0.974453125"
"10075","0.638046875","0.638046875","0.638046875","0.646015625","0.646015625","0.646015625","0.64578125","0.64578125","0.64578125","0.928046875","0.928046875","0.928046875","0.98859375","0.98859375","0.98859375","0.97140625","0.97140625","0.97140625"
"10086","0.641484375","0.641484375","0.641484375","0.643359375","0.643359375","0.643359375","0.650390625","0.650390625","0.650390625","0.920859375","0.920859375","0.920859375","0.98734375","0.98734375","0.98734375","0.973046875","0.973046875","0.973046875"
"10097","0.634765625","0.634765625","0.634765625","0.645234375","0.645234375","0.645234375","0.65484375","0.65484375","0.65484375","0.917109375","0.917109375","0.917109375","0.985625","0.985625","0.985625","0.973984375","0.973984375","0.973984375"
"10108","0.635625","0.635625","0.635625","0.644609375","0.644609375","0.644609375","0.6528125","0.6528125","0.6528125","0.926171875","0.926171875","0.926171875","0.989375","0.989375","0.989375","0.96640625","0.96640625","0.96640625"
"10119","0.63671875","0.63671875","0.63671875","0.6390625","0.6390625","0.6390625","0.65140625","0.65140625","0.65140625","0.934609375","0.934609375","0.934609375","0.986875","0.986875","0.986875","0.971796875","0.971796875","0.971796875"
"10130","0.64078125","0.64078125","0.64078125","0.64421875","0.64421875","0.64421875","0.65015625","0.65015625","0.65015625","0.932109375","0.932109375","0.932109375","0.9846875","0.9846875","0.9846875","0.96734375","0.96734375","0.96734375"
"10141","0.63671875","0.63671875","0.63671875","0.640859375","0.640859375","0.640859375","0.650390625","0.650390625","0.650390625","0.929921875","0.929921875","0.929921875","0.988359375","0.988359375","0.988359375","0.97375","0.97375","0.97375"
"10152","0.638515625","0.638515625","0.638515625","0.64546875","0.64546875","0.64546875","0.64625","0.64625","0.64625","0.92515625","0.92515625","0.92515625","0.987578125","0.987578125","0.987578125","0.972578125","0.972578125","0.972578125"
"10163","0.640234375","0.640234375","0.640234375","0.647421875","0.647421875","0.647421875","0.651796875","0.651796875","0.651796875","0.93078125","0.93078125","0.93078125","0.981171875","0.981171875","0.981171875","0.974453125","0.974453125","0.974453125"
"10174","0.6365625","0.6365625","0.6365625","0.64640625","0.64640625","0.64640625","0.6515625","0.6515625","0.6515625","0.93328125","0.93328125","0.93328125","0.98796875","0.98796875","0.98796875","0.975","0.975","0.975"
"10185","0.6390625","0.6390625","0.6390625","0.644140625","0.644140625","0.644140625","0.645703125","0.645703125","0.645703125","0.931171875","0.931171875","0.931171875","0.98625","0.98625","0.98625","0.972734375","0.972734375","0.972734375"
"10196","0.63609375","0.63609375","0.63609375","0.64734375","0.64734375","0.64734375","0.647265625","0.647265625","0.647265625","0.929140625","0.929140625","0.929140625","0.990078125","0.990078125","0.990078125","0.97015625","0.97015625","0.97015625"
"10207","0.637265625","0.637265625","0.637265625","0.643828125","0.643828125","0.643828125","0.650625","0.650625","0.650625","0.930859375","0.930859375","0.930859375","0.980078125","0.980078125","0.980078125","0.976796875","0.976796875","0.976796875"
"10218","0.636171875","0.636171875","0.636171875","0.64890625","0.64890625","0.64890625","0.651484375","0.651484375","0.651484375","0.942421875","0.942421875","0.942421875","0.987265625","0.987265625","0.987265625","0.9734375","0.9734375","0.9734375"
